employee_number,eeceeid,eeccoid,first_name,preferred_first_name,last_name,email_address,date_of_birth,original_hire_date,seniority_date,retirement_date,job_code,job_title,job_family_code,employee_type_code,employment_status_code,employment_status,company_code,location_code,org_level_1_code,supervisor_employee_number,supervisor_name,supervisor_email,primary_key,secondary_key,scheduled_fte,termination_date
101274,EE101274,CO003,Joshua,Joshua,Edwards,joshua.edwards@prairieresources.ca,1992-02-12,2020-11-11,2020-11-11,,55TRD1,Apprentice Technician,TRD,RFT,T,Terminated,PRMRE,123,80,,,,101274_PRMRE,EE101274_CO003,1.0,2021-03-05
101275,EE101275,CO004,Anthony,Anthony,Kumar,anthony.kumar@alpineconstruction.com,1976-07-24,2020-11-11,2020-11-11,,78ANL2,Business Analyst,ANLYT,RFT,A,Active,ALPNC,114,90,,,,101275_ALPNC,EE101275_CO004,1.0,
101276,EE101276,CO001,Maria,Maria,Flores,maria.flores@northernpipeline.com,1987-03-11,2020-11-11,2020-11-11,,18ENG1,Junior Engineer,ENGR,RFT,T,Terminated,NRTHP,111,220,101356,"Schulz, Angela",angela.schulz@alpineconstruction.com,101276_NRTHP,EE101276_CO001,1.0,2020-12-28
101277,EE101277,CO003,Astrid,Astrid,Ward,astrid.ward@prairieresources.ca,1965-03-11,2020-11-13,2020-11-13,,70MKT1,Marketing Coordinator,MKTG,RFT,T,Terminated,PRMRE,100,250,102201,"Reed, Sandra",sandra.reed@westmarkmanufacturing.com,101277_PRMRE,EE101277_CO003,1.0,2021-07-19
101278,EE101278,CO004,Rachel,Rachel,James,rachel.james@alpineconstruction.com,1984-11-29,2020-11-13,2020-11-13,,26HR2,HR Generalist,HR,RFT,A,Active,ALPNC,104,110,102499,"White, Stephen",stephen.white@northernpipeline.com,101278_ALPNC,EE101278_CO004,1.0,
101279,EE101279,CO002,Kathleen,Kathleen,Gomez,kathleen.gomez@westmarkmanufacturing.com,1987-07-20,2020-11-13,2020-11-13,,27HR3,Senior HR Generalist,HR,RPT,A,Active,WSTMF,105,140,,,,101279_WSTMF,EE101279_CO002,0.45,
101280,EE101280,CO004,Patricia,Patricia,Yamamoto,patricia.yamamoto@alpineconstruction.com,1992-02-19,2020-11-13,2020-11-13,,50OPS3,Operations Specialist,OPS,CON,T,Terminated,ALPNC,124,210,102698,"Lee, Emma",emma.lee@westmarkmanufacturing.com,101280_ALPNC,EE101280_CO004,1.0,2021-05-14
101281,EE101281,CO003,George,George,Green,george.green@prairieresources.ca,1987-09-09,2020-11-16,2020-11-16,,38IT5,IT Manager,IT,RPT,A,Active,PRMRE,123,240,,,,101281_PRMRE,EE101281_CO003,0.52,
101282,EE101282,CO003,Justin,Justin,Gray,justin.gray@prairieresources.ca,1990-10-12,2020-11-17,2020-11-17,,05ACC1,Accounts Payable Clerk,ACCTG,RFT,T,Terminated,PRMRE,118,30,,,,101282_PRMRE,EE101282_CO003,1.0,2021-08-07
101283,EE101283,CO004,Stephen,Stephen,Long,stephen.long@alpineconstruction.com,1981-05-24,2020-11-18,2020-11-18,,65TEC1,Field Technician,TECH,TAW,T,Terminated,ALPNC,114,190,,,,101283_ALPNC,EE101283_CO004,1.0,2021-10-07
101284,EE101284,CO002,Angela,Angela,Ross,angela.ross@westmarkmanufacturing.com,1979-09-18,2020-11-20,2020-11-20,,62WHS3,Senior Warehouse Clerk,WHSE,RFT,T,Terminated,WSTMF,113,210,102016,"Robinson, Kimberly",kimberly.robinson@westmarkmanufacturing.com,101284_WSTMF,EE101284_CO002,1.0,2025-05-24
101285,EE101285,CO001,Stephanie,Stephanie,Clark,stephanie.clark@northernpipeline.com,1996-08-19,2020-11-23,2020-11-23,,42SAL2,Account Executive,SALES,RPT,A,Active,NRTHP,100,100,100277,"Evans, James",james.evans@westmarkmanufacturing.com,101285_NRTHP,EE101285_CO001,0.67,
101286,EE101286,CO002,Sarah,Sarah,Baker,sarah.baker@westmarkmanufacturing.com,2002-01-20,2020-11-25,2020-11-25,,49OPS2,Operations Coordinator,OPS,RPT,A,Active,WSTMF,106,80,,,,101286_WSTMF,EE101286_CO002,0.69,
101287,EE101287,CO001,Rachel,Rachel,Brown,rachel.brown@northernpipeline.com,2002-08-14,2020-11-25,2020-11-25,,71MKT2,Marketing Specialist,MKTG,RFT,T,Terminated,NRTHP,102,100,100763,"Bailey, Anna",anna.bailey@westmarkmanufacturing.com,101287_NRTHP,EE101287_CO001,1.0,2022-03-30
101288,EE101288,CO004,Brandon,Brandon,Baker,brandon.baker@alpineconstruction.com,1983-11-17,2020-11-27,2020-11-27,,68TEC4,Technical Specialist,TECH,RFT,A,Active,ALPNC,115,120,,,,101288_ALPNC,EE101288_CO004,1.0,
101289,EE101289,CO002,Patricia,Patricia,Allen,patricia.allen@westmarkmanufacturing.com,2000-10-14,2020-11-27,2020-11-27,,27HR3,Senior HR Generalist,HR,RFT,A,Active,WSTMF,122,180,,,,101289_WSTMF,EE101289_CO002,1.0,
101290,EE101290,CO003,Raymond,Raymond,Johnson,raymond.johnson@prairieresources.ca,2002-11-08,2020-11-27,2020-11-27,,70MKT1,Marketing Coordinator,MKTG,TFT,A,Active,PRMRE,117,30,102438,"Kumar, Dorothy",dorothy.kumar@northernpipeline.com,101290_PRMRE,EE101290_CO003,1.0,
101291,EE101291,CO002,Frank,Frank,Nelson,frank.nelson@westmarkmanufacturing.com,1985-01-16,2020-11-27,2020-11-27,,63WHS4,Warehouse Lead,WHSE,RFT,T,Terminated,WSTMF,108,190,,,,101291_WSTMF,EE101291_CO002,1.0,2020-12-18
101292,EE101292,CO003,Debra,Debra,Cruz,debra.cruz@prairieresources.ca,1964-06-03,2020-12-02,2020-12-02,,55TRD1,Apprentice Technician,TRD,RFT,T,Terminated,PRMRE,116,40,102705,"Martinez, Brian",brian.martinez@prairieresources.ca,101292_PRMRE,EE101292_CO003,1.0,2024-06-06
101293,EE101293,CO002,Nancy,Nancy,Persson,nancy.persson@westmarkmanufacturing.com,1989-09-02,2020-12-02,2020-12-02,,95LEG3,Legal Counsel,LEGAL,RFT,T,Terminated,WSTMF,111,230,,,,101293_WSTMF,EE101293_CO002,1.0,2021-10-03
101294,EE101294,CO001,Wei,Wei,Li,wei.li@northernpipeline.com,1980-04-30,2020-12-07,2020-12-07,,01ADM1,Administrative Assistant,ADMIN,RFT,T,Terminated,NRTHP,121,60,102633,"Edwards, Jessica",jessica.edwards@prairieresources.ca,101294_NRTHP,EE101294_CO001,1.0,2021-12-23
101295,EE101295,CO001,Charles,Charles,Sanchez,charles.sanchez@northernpipeline.com,1988-07-07,2020-12-07,2020-12-07,,05ACC1,Accounts Payable Clerk,ACCTG,RFT,A,Active,NRTHP,113,130,102623,"Wood, Margaret",margaret.wood@westmarkmanufacturing.com,101295_NRTHP,EE101295_CO001,1.0,
101296,EE101296,CO003,Dmitri,Dmitri,Nilsson,dmitri.nilsson@prairieresources.ca,1989-11-07,2020-12-09,2020-12-09,,60WHS1,Warehouse Associate,WHSE,RFT,T,Terminated,PRMRE,105,10,101036,"Sanders, Anthony",anthony.sanders@prairieresources.ca,101296_PRMRE,EE101296_CO003,1.0,2021-11-15
101297,EE101297,CO002,William,William,Jones,william.jones@westmarkmanufacturing.com,1979-05-27,2020-12-11,2020-12-11,,01ADM1,Administrative Assistant,ADMIN,CON,T,Terminated,WSTMF,100,130,101590,"Karlsson, Aaron",aaron.karlsson@prairieresources.ca,101297_WSTMF,EE101297_CO002,1.0,2023-02-04
101298,EE101298,CO003,Ruth,Ruth,Schmidt,ruth.schmidt@prairieresources.ca,1991-10-12,2020-12-14,2020-12-14,,30HR6,Director of Human Resources,HR,RFT,A,Active,PRMRE,123,200,,,,101298_PRMRE,EE101298_CO003,1.0,
101299,EE101299,CO004,Maria,Maria,Gray,maria.gray@alpineconstruction.com,1986-11-07,2020-12-15,2020-12-15,,60WHS1,Warehouse Associate,WHSE,RFT,T,Terminated,ALPNC,112,130,102000,"Martin, Eric",eric.martin@alpineconstruction.com,101299_ALPNC,EE101299_CO004,1.0,2023-03-06
101300,EE101300,CO003,Sandra,Sandra,Lewis,sandra.lewis@prairieresources.ca,1985-06-30,2020-12-15,2020-12-15,,41SAL1,Sales Representative,SALES,RFT,T,Terminated,PRMRE,117,240,102886,"Campbell, Ahmed",ahmed.campbell@prairieresources.ca,101300_PRMRE,EE101300_CO003,1.0,2023-09-16
101301,EE101301,CO001,Elizabeth,Elizabeth,Cox,elizabeth.cox@northernpipeline.com,1995-08-19,2020-12-16,2020-12-16,,60WHS1,Warehouse Associate,WHSE,RFT,A,Active,NRTHP,101,110,,,,101301_NRTHP,EE101301_CO001,1.0,
101302,EE101302,CO001,Olivia,Olivia,Rivera,olivia.rivera@northernpipeline.com,1979-04-17,2020-12-17,2020-12-17,,61WHS2,Warehouse Clerk,WHSE,RFT,A,Active,NRTHP,104,230,101952,"Phillips, Astrid",astrid.phillips@westmarkmanufacturing.com,101302_NRTHP,EE101302_CO001,1.0,
101303,EE101303,CO003,Carlos,Carlos,Baker,carlos.baker@prairieresources.ca,1990-10-08,2020-12-18,2020-12-18,,65TEC1,Field Technician,TECH,RFT,T,Terminated,PRMRE,105,250,102183,"Jimenez, Jacob",jacob.jimenez@prairieresources.ca,101303_PRMRE,EE101303_CO003,1.0,2021-03-04
101304,EE101304,CO001,Elizabeth,Elizabeth,Chen,elizabeth.chen@northernpipeline.com,1996-08-05,2020-12-18,2020-12-18,,26HR2,HR Generalist,HR,RFT,A,Active,NRTHP,118,210,101721,"Larsson, Aaron",aaron.larsson@northernpipeline.com,101304_NRTHP,EE101304_CO001,1.0,
101305,EE101305,CO001,Betty,Betty,Allen,betty.allen@northernpipeline.com,1983-01-14,2020-12-18,2020-12-18,,56TRD2,Journeyman Technician,TRD,RFT,T,Terminated,NRTHP,120,120,,,,101305_NRTHP,EE101305_CO001,1.0,2023-06-06
101306,EE101306,CO004,Giovanni,Giovanni,Price,giovanni.price@alpineconstruction.com,1997-03-14,2020-12-21,2020-12-21,,15CSR3,Senior Customer Service Specialist,CSR,RFT,T,Terminated,ALPNC,100,40,102372,"Lopez, Jonathan",jonathan.lopez@alpineconstruction.com,101306_ALPNC,EE101306_CO004,1.0,2022-07-28
101307,EE101307,CO002,Amy,Amy,Stewart,amy.stewart@westmarkmanufacturing.com,1988-09-28,2020-12-25,2020-12-25,,49OPS2,Operations Coordinator,OPS,RFT,T,Terminated,WSTMF,124,220,100427,"Brown, David",david.brown@westmarkmanufacturing.com,101307_WSTMF,EE101307_CO002,1.0,2023-01-22
101308,EE101308,CO003,Jerry,Jerry,Hill,jerry.hill@prairieresources.ca,1989-12-12,2020-12-25,2020-12-25,,95LEG3,Legal Counsel,LEGAL,CON,T,Terminated,PRMRE,100,140,101268,"Schulz, Jonathan",jonathan.schulz@westmarkmanufacturing.com,101308_PRMRE,EE101308_CO003,1.0,2021-05-13
101309,EE101309,CO004,Sarah,Sarah,Jackson,sarah.jackson@alpineconstruction.com,1978-07-28,2020-12-28,2020-12-28,,32IT1,IT Support Technician,IT,RFT,A,Active,ALPNC,102,130,102468,"Morgan, Sofia",sofia.morgan@prairieresources.ca,101309_ALPNC,EE101309_CO004,1.0,
101310,EE101310,CO004,Christopher,Christopher,Young,christopher.young@alpineconstruction.com,1984-04-19,2021-01-01,2021-01-01,,32IT1,IT Support Technician,IT,RFT,T,Terminated,ALPNC,116,210,101706,"Fischer, Jessica",jessica.fischer@northernpipeline.com,101310_ALPNC,EE101310_CO004,1.0,2023-06-05
101311,EE101311,CO001,Kevin,Kevin,Harris,kevin.harris@northernpipeline.com,1989-07-23,2021-01-01,2021-01-01,,78ANL2,Business Analyst,ANLYT,RFT,T,Terminated,NRTHP,111,230,,,,101311_NRTHP,EE101311_CO001,1.0,2022-02-08
101312,EE101312,CO001,Nancy,Nancy,Jackson,nancy.jackson@northernpipeline.com,1980-07-16,2021-01-01,2021-01-01,,01ADM1,Administrative Assistant,ADMIN,RFT,T,Terminated,NRTHP,116,180,101899,"Patel, Cynthia",cynthia.patel@northernpipeline.com,101312_NRTHP,EE101312_CO001,1.0,2022-06-09
101313,EE101313,CO001,Eric,Eric,Richardson,eric.richardson@northernpipeline.com,1975-02-05,2021-01-04,2021-01-04,,57TRD3,Senior Technician,TRD,RFT,T,Terminated,NRTHP,103,240,,,,101313_NRTHP,EE101313_CO001,1.0,2021-02-15
101314,EE101314,CO003,Zara,Zara,Taylor,zara.taylor@prairieresources.ca,1983-08-20,2021-01-04,2021-01-04,,25HR1,HR Coordinator,HR,RFT,T,Terminated,PRMRE,117,220,101599,"Ramirez, Lars",lars.ramirez@prairieresources.ca,101314_PRMRE,EE101314_CO003,1.0,2022-04-02
101315,EE101315,CO002,Ashley,Ashley,Green,ashley.green@westmarkmanufacturing.com,1988-04-28,2021-01-04,2021-01-04,,18ENG1,Junior Engineer,ENGR,RFT,A,Active,WSTMF,104,120,101422,"James, Hans",hans.james@northernpipeline.com,101315_WSTMF,EE101315_CO002,1.0,
101316,EE101316,CO003,Zara,Zara,Weber,zara.weber@prairieresources.ca,2002-06-21,2021-01-05,2021-01-05,,13CSR1,Customer Service Representative,CSR,RFT,A,Active,PRMRE,123,90,,,,101316_PRMRE,EE101316_CO003,1.0,
101317,EE101317,CO004,John,John,Ramos,john.ramos@alpineconstruction.com,1999-10-17,2021-01-06,2021-01-06,,18ENG1,Junior Engineer,ENGR,TAW,T,Terminated,ALPNC,102,240,101786,"Cox, Kevin",kevin.cox@alpineconstruction.com,101317_ALPNC,EE101317_CO004,1.0,2021-12-22
101318,EE101318,CO003,Rachel,Rachel,Gonzalez,rachel.gonzalez@prairieresources.ca,1992-05-04,2021-01-08,2021-01-08,,08ACC3,Senior Accountant,ACCTG,RFT,A,Active,PRMRE,121,210,,,,101318_PRMRE,EE101318_CO003,1.0,
101319,EE101319,CO001,Ryan,Ryan,Alvarez,ryan.alvarez@northernpipeline.com,1995-03-24,2021-01-08,2021-01-08,,43SAL3,Senior Account Executive,SALES,RFT,T,Terminated,NRTHP,103,180,,,,101319_NRTHP,EE101319_CO001,1.0,2023-06-21
101320,EE101320,CO003,Zara,Zara,Richardson,zara.richardson@prairieresources.ca,1990-04-21,2021-01-08,2021-01-08,,78ANL2,Business Analyst,ANLYT,RFT,T,Terminated,PRMRE,100,50,101996,"Scott, Ashley",ashley.scott@prairieresources.ca,101320_PRMRE,EE101320_CO003,1.0,2023-02-10
101321,EE101321,CO003,David,David,Brown,david.brown@prairieresources.ca,1988-03-23,2021-01-08,2021-01-08,,94LEG2,Paralegal,LEGAL,RFT,T,Terminated,PRMRE,122,40,101880,"Roberts, Christine",christine.roberts@westmarkmanufacturing.com,101321_PRMRE,EE101321_CO003,1.0,2021-06-19
101322,EE101322,CO002,Nicholas,Nicholas,Richardson,nicholas.richardson@westmarkmanufacturing.com,1983-04-19,2021-01-08,2021-01-08,,79ANL3,Senior Data Analyst,ANLYT,RFT,T,Terminated,WSTMF,115,240,102901,"Olsson, Charles",charles.olsson@westmarkmanufacturing.com,101322_WSTMF,EE101322_CO002,1.0,2021-06-20
101323,EE101323,CO003,Raj,Raj,Kelly,raj.kelly@prairieresources.ca,1989-06-21,2021-01-14,2021-01-14,,62WHS3,Senior Warehouse Clerk,WHSE,RPT,A,Active,PRMRE,117,130,,,,101323_PRMRE,EE101323_CO003,0.44,
101324,EE101324,CO004,Jennifer,Jennifer,Nilsson,jennifer.nilsson@alpineconstruction.com,1984-10-05,2021-01-15,2021-01-15,,65TEC1,Field Technician,TECH,TAW,A,Active,ALPNC,119,140,102516,"Weber, Jessica",jessica.weber@alpineconstruction.com,101324_ALPNC,EE101324_CO004,1.0,
101325,EE101325,CO004,Mark,Mark,Larsson,mark.larsson@alpineconstruction.com,1988-06-15,2021-01-15,2021-01-15,,78ANL2,Business Analyst,ANLYT,RFT,T,Terminated,ALPNC,112,140,101053,"Martinez, Samantha",samantha.martinez@northernpipeline.com,101325_ALPNC,EE101325_CO004,1.0,2021-07-31
101326,EE101326,CO002,Jerry,Jerry,Gonzalez,jerry.gonzalez@westmarkmanufacturing.com,2002-05-19,2021-01-15,2021-01-15,,77ANL1,Data Analyst,ANLYT,RFT,T,Terminated,WSTMF,106,220,102083,"Mueller, Raymond",raymond.mueller@westmarkmanufacturing.com,101326_WSTMF,EE101326_CO002,1.0,2022-06-26
101327,EE101327,CO002,Helen,Helen,Robinson,helen.robinson@westmarkmanufacturing.com,1998-06-12,2021-01-15,2021-01-15,,96LEG4,Senior Legal Counsel,LEGAL,RFT,T,Terminated,WSTMF,111,40,101448,"Chen, Kenneth",kenneth.chen@alpineconstruction.com,101327_WSTMF,EE101327_CO002,1.0,2025-11-11
101328,EE101328,CO002,Julie,Julie,Price,julie.price@westmarkmanufacturing.com,1990-07-05,2021-01-15,2021-01-15,,42SAL2,Account Executive,SALES,RFT,T,Terminated,WSTMF,106,90,101941,"Evans, Michael",michael.evans@westmarkmanufacturing.com,101328_WSTMF,EE101328_CO002,1.0,2021-05-29
101329,EE101329,CO003,Mary,Mary,Gonzalez,mary.gonzalez@prairieresources.ca,2001-09-30,2021-01-18,2021-01-18,,41SAL1,Sales Representative,SALES,RFT,T,Terminated,PRMRE,124,170,102836,"Alvarez, Deborah",deborah.alvarez@westmarkmanufacturing.com,101329_PRMRE,EE101329_CO003,1.0,2021-09-19
101330,EE101330,CO002,Rebecca,Rebecca,Collins,rebecca.collins@westmarkmanufacturing.com,1983-12-07,2021-01-18,2021-01-18,,70MKT1,Marketing Coordinator,MKTG,RFT,T,Terminated,WSTMF,111,190,101390,"Harris, Kenneth",kenneth.harris@northernpipeline.com,101330_WSTMF,EE101330_CO002,1.0,2024-02-14
101331,EE101331,CO003,Henry,Henry,Johansson,henry.johansson@prairieresources.ca,1973-04-04,2021-01-20,2021-01-20,,26HR2,HR Generalist,HR,RFT,A,Active,PRMRE,123,50,100075,"Gray, Catherine",catherine.gray@northernpipeline.com,101331_PRMRE,EE101331_CO003,1.0,
101332,EE101332,CO001,Rebecca,Rebecca,Andersson,rebecca.andersson@northernpipeline.com,1976-07-03,2021-01-21,2021-01-21,,57TRD3,Senior Technician,TRD,RFT,T,Terminated,NRTHP,115,240,102901,"Olsson, Charles",charles.olsson@westmarkmanufacturing.com,101332_NRTHP,EE101332_CO001,1.0,2024-06-04
101333,EE101333,CO001,Donna,Donna,Turner,donna.turner@northernpipeline.com,1991-07-01,2021-01-21,2021-01-21,,26HR2,HR Generalist,HR,RFT,A,Active,NRTHP,115,30,102360,"Castillo, Timothy",timothy.castillo@westmarkmanufacturing.com,101333_NRTHP,EE101333_CO001,1.0,
101334,EE101334,CO002,Dennis,Dennis,Ross,dennis.ross@westmarkmanufacturing.com,1974-08-15,2021-01-22,2021-01-22,,79ANL3,Senior Data Analyst,ANLYT,RFT,A,Active,WSTMF,110,70,,,,101334_WSTMF,EE101334_CO002,1.0,
101335,EE101335,CO003,Giovanni,Giovanni,Harris,giovanni.harris@prairieresources.ca,1988-01-02,2021-01-22,2021-01-22,,70MKT1,Marketing Coordinator,MKTG,RFT,T,Terminated,PRMRE,115,140,102983,"Baker, Adam",adam.baker@northernpipeline.com,101335_PRMRE,EE101335_CO003,1.0,2021-08-06
101336,EE101336,CO002,Deborah,Deborah,Schulz,deborah.schulz@westmarkmanufacturing.com,1992-06-01,2021-01-22,2021-01-22,,05ACC1,Accounts Payable Clerk,ACCTG,RFT,A,Active,WSTMF,106,50,,,,101336_WSTMF,EE101336_CO002,1.0,
101337,EE101337,CO003,Janet,Janet,Taylor,janet.taylor@prairieresources.ca,1995-05-02,2021-01-26,2021-01-26,,78ANL2,Business Analyst,ANLYT,RFT,A,Active,PRMRE,123,10,102401,"Young, Samuel",samuel.young@northernpipeline.com,101337_PRMRE,EE101337_CO003,1.0,
101338,EE101338,CO003,Ingrid,Ingrid,Martin,ingrid.martin@prairieresources.ca,1992-12-23,2021-01-27,2021-01-27,,01ADM1,Administrative Assistant,ADMIN,RFT,A,Active,PRMRE,122,110,100644,"Ross, Carol",carol.ross@prairieresources.ca,101338_PRMRE,EE101338_CO003,1.0,
101339,EE101339,CO002,Helen,Helen,Miller,helen.miller@westmarkmanufacturing.com,1993-01-18,2021-01-27,2021-01-27,,14CSR2,Customer Service Specialist,CSR,RFT,T,Terminated,WSTMF,118,130,100080,"Campbell, Carol",carol.campbell@prairieresources.ca,101339_WSTMF,EE101339_CO002,1.0,2024-10-22
101340,EE101340,CO001,Katherine,Katherine,Cooper,katherine.cooper@northernpipeline.com,1987-12-23,2021-02-01,2021-02-01,,01ADM1,Administrative Assistant,ADMIN,RFT,T,Terminated,NRTHP,117,240,102886,"Campbell, Ahmed",ahmed.campbell@prairieresources.ca,101340_NRTHP,EE101340_CO001,1.0,2022-02-27
101341,EE101341,CO002,Dmitri,Dmitri,White,dmitri.white@westmarkmanufacturing.com,1987-09-11,2021-02-03,2021-02-03,,05ACC1,Accounts Payable Clerk,ACCTG,CON,A,Active,WSTMF,107,130,,,,101341_WSTMF,EE101341_CO002,1.0,
101342,EE101342,CO004,Dorothy,Dorothy,Evans,dorothy.evans@alpineconstruction.com,1988-03-20,2021-02-05,2021-02-05,,06ACC1,Accounts Receivable Clerk,ACCTG,CON,T,Terminated,ALPNC,112,120,101486,"Peterson, Julie",julie.peterson@northernpipeline.com,101342_ALPNC,EE101342_CO004,1.0,2021-09-23
101343,EE101343,CO001,Isabella,Isabella,Garcia,isabella.garcia@northernpipeline.com,1984-07-06,2021-02-05,2021-02-05,,77ANL1,Data Analyst,ANLYT,RPT,A,Active,NRTHP,115,230,101987,"Schmidt, Priya",priya.schmidt@westmarkmanufacturing.com,101343_NRTHP,EE101343_CO001,0.49,
101344,EE101344,CO002,Laura,Laura,Murphy,laura.murphy@westmarkmanufacturing.com,1977-11-09,2021-02-05,2021-02-05,,13CSR1,Customer Service Representative,CSR,RFT,T,Terminated,WSTMF,111,240,100802,"Brown, Laura",laura.brown@alpineconstruction.com,101344_WSTMF,EE101344_CO002,1.0,2021-08-22
101345,EE101345,CO004,Kevin,Kevin,Schneider,kevin.schneider@alpineconstruction.com,1979-04-13,2021-02-08,2021-02-08,,45SAL5,Sales Manager,SALES,RFT,T,Terminated,ALPNC,121,220,,,,101345_ALPNC,EE101345_CO004,1.0,2025-07-07
101346,EE101346,CO004,Virginia,Virginia,Nelson,virginia.nelson@alpineconstruction.com,2003-01-31,2021-02-09,2021-02-09,,32IT1,IT Support Technician,IT,CON,T,Terminated,ALPNC,102,160,101777,"Brooks, Ingrid",ingrid.brooks@alpineconstruction.com,101346_ALPNC,EE101346_CO004,1.0,2021-06-17
101347,EE101347,CO003,Brandon,Brandon,Davis,brandon.davis@prairieresources.ca,2002-05-25,2021-02-09,2021-02-09,,70MKT1,Marketing Coordinator,MKTG,RPT,A,Active,PRMRE,124,150,,,,101347_PRMRE,EE101347_CO003,0.69,
101348,EE101348,CO001,Jason,Jason,Mendoza,jason.mendoza@northernpipeline.com,1979-09-22,2021-02-09,2021-02-09,,42SAL2,Account Executive,SALES,RFT,T,Terminated,NRTHP,121,190,100421,"Adams, Sarah",sarah.adams@northernpipeline.com,101348_NRTHP,EE101348_CO001,1.0,2021-10-17
101349,EE101349,CO003,Aisha,Aisha,Edwards,aisha.edwards@prairieresources.ca,2002-10-17,2021-02-10,2021-02-10,,57TRD3,Senior Technician,TRD,RPT,A,Active,PRMRE,116,80,,,,101349_PRMRE,EE101349_CO003,0.75,
101350,EE101350,CO002,Jennifer,Jennifer,Phillips,jennifer.phillips@westmarkmanufacturing.com,1991-02-22,2021-02-11,2021-02-11,,05ACC1,Accounts Payable Clerk,ACCTG,RFT,T,Terminated,WSTMF,110,80,100584,"Wood, Heather",heather.wood@westmarkmanufacturing.com,101350_WSTMF,EE101350_CO002,1.0,2025-07-19
101351,EE101351,CO001,John,John,Johnson,john.johnson@northernpipeline.com,2000-04-12,2021-02-12,2021-02-12,,79ANL3,Senior Data Analyst,ANLYT,RFT,A,Active,NRTHP,108,230,,,,101351_NRTHP,EE101351_CO001,1.0,
101352,EE101352,CO001,Sharon,Sharon,Miller,sharon.miller@northernpipeline.com,2002-07-22,2021-02-12,2021-02-12,,32IT1,IT Support Technician,IT,RFT,T,Terminated,NRTHP,114,180,102185,"Mueller, Jonathan",jonathan.mueller@northernpipeline.com,101352_NRTHP,EE101352_CO001,1.0,2023-04-03
101353,EE101353,CO003,Virginia,Virginia,Ward,virginia.ward@prairieresources.ca,1983-07-22,2021-02-12,2021-02-12,,89PRO2,Project Coordinator,PROJ,RFT,A,Active,PRMRE,116,130,100069,"Jones, John",john.jones@alpineconstruction.com,101353_PRMRE,EE101353_CO003,1.0,
101354,EE101354,CO004,Mary,Mary,Schmidt,mary.schmidt@alpineconstruction.com,1981-12-19,2021-02-15,2021-02-15,,84SUP5,Area Supervisor,SUPV,RFT,T,Terminated,ALPNC,124,20,,,,101354_ALPNC,EE101354_CO004,1.0,2024-05-22
101355,EE101355,CO002,Brian,Brian,Myers,brian.myers@westmarkmanufacturing.com,1995-02-23,2021-02-16,2021-02-16,,02ADM2,Administrative Coordinator,ADMIN,RFT,T,Terminated,WSTMF,111,100,,,,101355_WSTMF,EE101355_CO002,1.0,2021-09-11
101356,EE101356,CO004,Angela,Angela,Schulz,angela.schulz@alpineconstruction.com,2002-05-11,2021-02-16,2021-02-16,,87EXE7,President,EXEC,RFT,A,Active,ALPNC,111,220,,,,101356_ALPNC,EE101356_CO004,1.0,
101357,EE101357,CO003,Zara,Zara,Adams,zara.adams@prairieresources.ca,1994-06-22,2021-02-17,2021-02-17,,13CSR1,Customer Service Representative,CSR,RPT,T,Terminated,PRMRE,117,20,102028,"Hernandez, Patricia",patricia.hernandez@prairieresources.ca,101357_PRMRE,EE101357_CO003,0.61,2021-04-23
101358,EE101358,CO004,Tyler,Tyler,Campbell,tyler.campbell@alpineconstruction.com,1985-09-30,2021-02-17,2021-02-17,,34IT2,Software Developer,IT,RFT,A,Active,ALPNC,114,70,,,,101358_ALPNC,EE101358_CO004,1.0,
101359,EE101359,CO003,Raj,Raj,Sanders,raj.sanders@prairieresources.ca,2002-10-18,2021-02-18,2021-02-18,,07ACC2,Accountant,ACCTG,RFT,T,Terminated,PRMRE,118,70,,,,101359_PRMRE,EE101359_CO003,1.0,2021-06-14
101360,EE101360,CO001,William,William,Anderson,william.anderson@northernpipeline.com,1987-04-09,2021-02-19,2021-02-19,,13CSR1,Customer Service Representative,CSR,RFT,A,Active,NRTHP,117,220,101599,"Ramirez, Lars",lars.ramirez@prairieresources.ca,101360_NRTHP,EE101360_CO001,1.0,
101361,EE101361,CO003,Larry,Larry,Chavez,larry.chavez@prairieresources.ca,1990-02-18,2021-02-24,2021-02-24,,89PRO2,Project Coordinator,PROJ,RFT,T,Terminated,PRMRE,105,20,,,,101361_PRMRE,EE101361_CO003,1.0,2025-08-21
101362,EE101362,CO003,Richard,Richard,Shah,richard.shah@prairieresources.ca,1983-04-03,2021-02-24,2021-02-24,,14CSR2,Customer Service Specialist,CSR,RPT,A,Active,PRMRE,124,80,101078,"Cruz, Alexander",alexander.cruz@westmarkmanufacturing.com,101362_PRMRE,EE101362_CO003,0.51,
101363,EE101363,CO001,Hans,Hans,Richardson,hans.richardson@northernpipeline.com,1987-03-30,2021-02-25,2021-02-25,,77ANL1,Data Analyst,ANLYT,RFT,T,Terminated,NRTHP,122,180,101289,"Allen, Patricia",patricia.allen@westmarkmanufacturing.com,101363_NRTHP,EE101363_CO001,1.0,2023-04-16
101364,EE101364,CO002,Pamela,Pamela,Lewis,pamela.lewis@westmarkmanufacturing.com,1999-01-10,2021-02-26,2021-02-26,,35IT3,Senior Developer,IT,RFT,T,Terminated,WSTMF,118,230,,,,101364_WSTMF,EE101364_CO002,1.0,2022-11-19
